u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions
David Cremonesini,Dubai_allergy,03/03/2019,@babylonhealth @DrMurphy11 @NHSCCIO @MattHancock All this reviewing how do you have time to do anything else?,0.0,Negative,0.0,730,0,3,"Babylon (babylonhealth), Dr Murphy (DrMurphy11), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
tumtumtum,tumtumtum,03/03/2019,"@amibanerjee1 @MancunianMEDlC @NHSCCIO @babylonhealth A tool to help make diagnosis is very different from a drug or medical device. 

Medical profession already does the same to patients in the form of ""trainee/junior doctors"".",0.0,Negative,0.22625,817,1,0,"Ami Banerjee (amibanerjee1), SOCIALIZED MEDICINE (MancunianMEDlC), Simon Eccles (NHSCCIO), Babylon (babylonhealth)"
Greg Irving,gregjirving,03/03/2019,"@DrMurphy11 @babylonhealth @NHSCCIO @MattHancock Surely NICE technology committee should review the evidence for scope, clinical effectiveness, safety and cost effectiveness for use of this technology in the NHS @NICEcomms @rcgp @HelenRCGP",0.6,Neutral,1.0,93,2,2,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock), NICE (NICEcomms), RCGP (rcgp), Helen Stokes-Lampard (HelenRCGP)"
Lynn Laidlaw,lynn_laidlaw,03/03/2019,"@drandyhills @kieran_walshe @drphilhammond @babylonhealth Do we put untested drugs on street corners, tell people to help themselves and not follow that up in a systematic way? Isn’t the issue here that they haven’t done a clinical trial or have I misunderstood you?",0.0,Negative,0.0,492,1,0,"Andy Hills (drandyhills), Kieran Walshe (kieran_walshe), Dr Phil Hammond (drphilhammond), Babylon (babylonhealth)"
S P P Whiteley,WhiteAero,03/03/2019,"@babylonhealth @DrMurphy11 @JulietBauer @NHSDigital @healthyopinion @NHSEngland @NHSCCIO @MattHancock May I ask what #SafetyEngineering analysis processes and #SystemsEngineering / #SoftwareDevelopment processes you used? Also, will a #HazardLog be made available? Thank you for being open &amp; engaging.",0.26666666666666666,Neutral,0.5333333333333333,2051,0,0,"Babylon (babylonhealth), Dr Murphy (DrMurphy11), Juliet Bauer (JulietBauer), NHS Digital (NHSDigital), Sam Shah (healthyopinion), NHS England (NHSEngland), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
David Tolland,funster147,03/03/2019,@NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 Using the NHS as a test bed for a flawed app and goop etc are all bad things. Clearly you are too. Genuinely disgraceful conduct.,-0.1749999999999999,Negative,0.5125,108,0,2,"Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,"@LOZZISTEVENS @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth It feels like the one question it prioritised in its algorithm was the vegan diet one. 

It also didn’t ask about frequency of passing stools, or consistency. That’s how I know there wasn’t a nurse involved. We’d have gone straight in with our Bristol Chart 😂💩😘",0.2,Negative,0.4,468,0,3,"🎧lozzie🎧 (LOZZISTEVENS), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
S P P Whiteley,WhiteAero,03/03/2019,@babylonhealth @DrMurphy11 @JulietBauer @NHSDigital @healthyopinion @NHSEngland @NHSCCIO @MattHancock Thank you for adding some clarification.,0.0,Negative,0.0,2051,0,1,"Babylon (babylonhealth), Dr Murphy (DrMurphy11), Juliet Bauer (JulietBauer), NHS Digital (NHSDigital), Sam Shah (healthyopinion), NHS England (NHSEngland), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
Marcus Sharp,MarcusSharp7,03/03/2019,@NHSCCIO @behr_dr @babylonhealth @DrMurphy11 @bendean1979 This is an astonishing argument. Is that the yardstick we should aim for in the NHS? More trustworthy than Goop for health hardly fills with confidence.,0.23611111111111108,Neutral,0.6805555555555555,94,0,3,"Simon Eccles (NHSCCIO), Dr Jon Behr (behr_dr), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
Lynn Laidlaw,lynn_laidlaw,03/03/2019,"@alisonleary1 @kieran_walshe @jmcefalas @babylonhealth Suspect many developed FOR patients, not WITH them, perceived rather than actual need.",0.19999999999999998,Negative,0.3,492,0,2,"Prof Alison Leary PhD RN (alisonleary1), Kieran Walshe (kieran_walshe), MonroW (jmcefalas), Babylon (babylonhealth)"
🎧lozzie🎧,LOZZISTEVENS,03/03/2019,"@ClaireLSutton @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth Just read entire thread and I’m surprised by lack of basic questions in favour of thrusting straight into cancer for example. What happened to ‘I think I have piles’ being asked can they feel anything if down below, bleeding when BO, discomfort??? You know, like a 👩‍⚕️ would ...",0.02888888888888889,Negative,0.46777777777777774,449,0,2,"Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Chris Roberts,chrisr2007,03/03/2019,@kieran_walshe @ralanshirley @babylonhealth What happens when health related chatbots  lie and claim they are human ?  More worryingly data suggests chatbots are white under 30 and American. ( their programmers) Isn”t this all out of date as apple trains Siri to ask us how we are?,0.1,Negative,0.2,1197,1,1,"Kieran Walshe (kieran_walshe), Alan Shirley (ralanshirley), Babylon (babylonhealth)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,"@DrMurphy11 @LOZZISTEVENS @LeaMerone @dave_dlt @babylonhealth @BadBotThreads @Samsung @Bupa @TencentGlobal @TELUSHealth @MHRAdevices Urgh. Sorry, I’d missed that this still hadn’t been fixed. 2 years is wholly unacceptable. Thanks for correcting me on this one - I wasn’t aware.",0.012499999999999997,Negative,0.4125,468,0,1,"Dr Murphy (DrMurphy11), 🎧lozzie🎧 (LOZZISTEVENS), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Babylon (babylonhealth), BadBotThreads (BadBotThreads), Samsung Electronics (Samsung), Bupa (Bupa), Tencent 腾讯 (TencentGlobal), TELUS Health (TELUSHealth), MHRA Devices Safety (MHRAdevices)"
Dr Murphy,DrMurphy11,03/03/2019,"@ClaireLSutton @LOZZISTEVENS @LeaMerone @dave_dlt @babylonhealth Just to be clear...

@babylonhealth do not fix the issues quickly. The risk of a 'Missed Heart Attack' was flagged 2 years ago!

It's all documented in the @BadBotThreads. #DeathByChatbot @Samsung @Bupa @TencentGlobal @TELUSHealth @MHRAdevices
https://t.co/gUTVo2blDM",0.2583333333333333,Neutral,0.44166666666666665,4052,0,1,"Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), 🎧lozzie🎧 (LOZZISTEVENS), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Babylon (babylonhealth), Babylon (babylonhealth), BadBotThreads (BadBotThreads), Samsung Electronics (Samsung), Bupa (Bupa), Tencent 腾讯 (TencentGlobal), TELUS Health (TELUSHealth), MHRA Devices Safety (MHRAdevices)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,"@LOZZISTEVENS @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth They *must* have a UAT/Beta process in place, you just wouldn’t not have one (@keithgrimes I’m sure would advise what it is). It’s just clear to me that whatever the current process is, it needs some tweaking. (Or some prominent tweeters need embracing to help drive it forward)",0.275,Neutral,0.6680555555555555,468,0,1,"🎧lozzie🎧 (LOZZISTEVENS), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Dr Keith Grimes (keithgrimes)"
Tania Rahman,taniarahmandr,03/03/2019,@kieran_walshe @babylonhealth Why is the GMC not onto this?,0.0,Negative,0.0,124,0,0,"Kieran Walshe (kieran_walshe), Babylon (babylonhealth)"
🎧lozzie🎧,LOZZISTEVENS,03/03/2019,@ClaireLSutton @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth Interesting. Seems to me UAT/Beta using a public focus group could really improve the safe deployment of this. Or just Twitter 😆,0.3,Neutral,0.31666666666666665,449,0,2,"Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,"@LOZZISTEVENS @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth It’s a direct to public product so I guess every use is UAT. Needs stronger pre release testing IMHO, or a beta offered to people for them to “break it” rather than such high profile marketing and big claims being made.",0.052000000000000005,Negative,0.32133333333333336,468,2,2,"🎧lozzie🎧 (LOZZISTEVENS), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
TheTruthIsOutThere,TheTrut17585187,03/03/2019,"@NHSCCIO @behr_dr @babylonhealth @DrMurphy11 @bendean1979 You should really read the Glassdoor reviews about Babylon Health to understand what ""making it better"" means in the context of the company.",0.35,Neutral,0.35,2,1,2,"Simon Eccles (NHSCCIO), Dr Jon Behr (behr_dr), Babylon (babylonhealth), Dr Murphy (DrMurphy11), ben dean (bendean1979)"
🎧lozzie🎧,LOZZISTEVENS,03/03/2019,@ClaireLSutton @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth How thorough is their UAT?,0.0,Negative,0.0,449,0,1,"Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Dr Marcus Baw,marcus_baw,03/03/2019,@colinbro @psmedic @NHSCCIO @babylonhealth @DrMurphy11 @behr_dr @bendean1979 @rcgp @RCPInformatics @ukfci Totally agree Colin. I wrote a blog/essay on that theme. https://t.co/Cj1wArstm1,0.0,Negative,0.75,2185,3,7,"Colin Brown (colinbro), Dr Pranev Sharma (psmedic), Simon Eccles (NHSCCIO), Babylon (babylonhealth), Dr Murphy (DrMurphy11), Dr Jon Behr (behr_dr), ben dean (bendean1979), RCGP (rcgp), Health Informatics Unit (RCPInformatics), UKFCI (ukfci)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,"@LOZZISTEVENS @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth (However - when these glaring errors are pointed out, they’re quick to fix them. It’s just a constant risk that a real patient might be the one to find them rather than a health professional on twitter)",0.15833333333333333,Negative,0.30833333333333335,468,0,2,"🎧lozzie🎧 (LOZZISTEVENS), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,@LOZZISTEVENS @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth In this particular instance yes. Which is expensive to NHS (or patient) but not as dangerous. In other cases it’s gone very much the other way (symptom: breast lump = diagnosis: osteoporosis for example),-0.15388888888888888,Negative,0.4905555555555556,468,0,2,"🎧lozzie🎧 (LOZZISTEVENS), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Dr Lea Merone MBChB (hons) MPH&TM Ⓥ,LeaMerone,03/03/2019,@LOZZISTEVENS @ClaireLSutton @dave_dlt @DrMurphy11 @babylonhealth No no that was for 30 yo female fever sweats night sweats and fatigue. Didn’t ask further questions....,0.0,Negative,0.3333333333333333,805,0,1,"🎧lozzie🎧 (LOZZISTEVENS), Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Dave Triska,dave_dlt,03/03/2019,@LOZZISTEVENS @ClaireLSutton @LeaMerone @DrMurphy11 @babylonhealth Not exactly.... see the @BadBotThreads,-0.125,Negative,0.25,338,0,0,"🎧lozzie🎧 (LOZZISTEVENS), Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dr Murphy (DrMurphy11), Babylon (babylonhealth), BadBotThreads (BadBotThreads)"
🎧lozzie🎧,LOZZISTEVENS,03/03/2019,@ClaireLSutton @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth A tad risk-averse?,0.0,Negative,0.0,449,0,0,"Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,"@LOZZISTEVENS @LeaMerone @dave_dlt @DrMurphy11 @babylonhealth The app suggested pelvic fracture as most likely diagnosis, when symptoms entered were much more aligned to being PID",0.3333333333333333,Neutral,0.6666666666666666,468,0,1,"🎧lozzie🎧 (LOZZISTEVENS), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
David Shepherd,davesheph,03/03/2019,@gpdiarist @kirstybaldwin3 @babylonhealth Or cream?,0.0,Negative,0.0,651,0,2,"Prof. Steve Cox (gpdiarist), Kirsty Baldwin (kirstybaldwin3), Babylon (babylonhealth)"
🎧lozzie🎧,LOZZISTEVENS,03/03/2019,@LeaMerone @ClaireLSutton @dave_dlt @DrMurphy11 @babylonhealth I disagree. Early treatment is important but it’s not life threatening so I’d hope an ambulance wasn’t recommended for PID.,0.25,Neutral,0.65,449,0,1,"Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Harry Longman,harrylongman,03/03/2019,"@DrMurphy11 @paul_bate @WhiteAero @babylonhealth @JulietBauer @NHSDigital @healthyopinion @NHSEngland @NHSCCIO @MattHancock The point of ""NHS Digital has approved our AI"" is therefore moot, concerning its actual clinical content.",0.0,Negative,0.05,2377,0,0,"Dr Murphy (DrMurphy11), Paul Bate (paul_bate), S P P Whiteley (WhiteAero), Babylon (babylonhealth), Juliet Bauer (JulietBauer), NHS Digital (NHSDigital), Sam Shah (healthyopinion), NHS England (NHSEngland), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
Harry Longman,harrylongman,03/03/2019,"@DrMurphy11 @paul_bate @WhiteAero @babylonhealth @JulietBauer @NHSDigital @healthyopinion @NHSEngland @NHSCCIO @MattHancock In Babylon's case as both developer and provider, there is no requirement for independent scrutiny of the clinical content of scenarios.  NHS Digital would simply say, ""yes, you agree between yourselves that due process has been followed"".  Crucially, submissions are not public.",-0.020833333333333332,Negative,0.32063492063492066,2377,0,1,"Dr Murphy (DrMurphy11), Paul Bate (paul_bate), S P P Whiteley (WhiteAero), Babylon (babylonhealth), Juliet Bauer (JulietBauer), NHS Digital (NHSDigital), Sam Shah (healthyopinion), NHS England (NHSEngland), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,"@LeaMerone @dave_dlt @DrMurphy11 @babylonhealth It’s not always bad. But if just 1 patient loses their life as a result of errors in Babylon, or any other similar app then that’s 1 too many. A human doctor would be struck off/prosecuted for missing an obvious presentation. That’s why it’s so important for apps to get it right!",-0.006785714285714261,Negative,0.4227380952380952,468,0,1,"Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Harry Longman,harrylongman,03/03/2019,@DrMurphy11 @paul_bate @WhiteAero @babylonhealth @JulietBauer @NHSDigital @healthyopinion @NHSEngland @NHSCCIO @MattHancock As I understand it the standards call for certain documents to be produced by the developer (0129) and the healthcare provider (0160) as evidence of the process.  We use an independent consultant to manage ours for 0129.  They don't go to the level of testing clinical scenarios.,0.10714285714285714,Negative,0.3482142857142857,2377,0,1,"Dr Murphy (DrMurphy11), Paul Bate (paul_bate), S P P Whiteley (WhiteAero), Babylon (babylonhealth), Juliet Bauer (JulietBauer), NHS Digital (NHSDigital), Sam Shah (healthyopinion), NHS England (NHSEngland), Simon Eccles (NHSCCIO), Matt Hancock (MattHancock)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,@LeaMerone @dave_dlt @DrMurphy11 @babylonhealth Yep. But probably more likely to be within 24 hours than 4. If you turned up at A&amp;E you’d be sitting a wee while in the waiting room.,0.25,Neutral,0.75,468,0,1,"Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,03/03/2019,"@dave_dlt @LeaMerone @DrMurphy11 @babylonhealth That, and that the ML has now reinforced that pathway because there’s another record in the tables where whatever symptom is matched with that result, so unless it’s corrected/adjusted it will fire out again &amp; increase it’s perceived prevalence of # pelvis",0.0,Negative,0.0,468,0,0,"Dave Triska (dave_dlt), Dr Lea Merone MBChB (hons) MPH&TM Ⓥ (LeaMerone), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
Dr Lea Merone MBChB (hons) MPH&TM Ⓥ,LeaMerone,03/03/2019,@ClaireLSutton @dave_dlt @DrMurphy11 @babylonhealth Did it. It advised an ambulance. Not too bad. Leah skywalker a 30 year old with fatigue fevers sweats and nightsweats. I mean ambulance might be OTT but at least it’s advising urgent care. Didn’t ask any further history.,-0.2425,Negative,0.49083333333333334,805,0,2,"Claire Sutton 💁🏼👜👩🏼‍💻👸🏼 (ClaireLSutton), Dave Triska (dave_dlt), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
#hellomynameisDrKirsty,KirstyChallen,03/03/2019,This is very worrying. I have to question the ethics of @babylonhealth using the public as a testbed without declaring that. If pharma did that with a new drug there would be uproar. https://t.co/c0YZUXCLgX,0.11212121212121212,Negative,0.2737373737373737,3070,0,3,Babylon (babylonhealth)
